trial,timepoints,vdcc_c0,vdcc_c1,vdcc_c2,vdcc_c3,vdcc_o,ca_sum,ca
1000.0,10.001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.002,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.003,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.004,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.005,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.006,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.007,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.008000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.009,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.01,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.011000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.012,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.013,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.014,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.015,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.016,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.017,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.018,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.019,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.02,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.021,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.022,62.0,2.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.023,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.024000000000001,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.025,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.026,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.027000000000001,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.028,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.029,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.03,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.031,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.032,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.033,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.034,63.0,1.0,1.0,0.0,0.0,4506.0,0.0
1000.0,10.035,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.036,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.037,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.038,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.039,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.040000000000001,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.041,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.042,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.043000000000001,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.044,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.045,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.046,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.047,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.048,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.049,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.05,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.051,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.052,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.053,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.054,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.055,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.056000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.057,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.058,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.059000000000001,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.06,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.061,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.062,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.063,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.064,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.065,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.066,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.067,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.068,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.069,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.07,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.071,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.072000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.073,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.074,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.075000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.076,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.077,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.078,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.079,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.08,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.081,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.082,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.083,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.084,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.085,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.086,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.087,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.088000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.089,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.09,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.091000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.092,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.093,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.094,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.095,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.096,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.097,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.098,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.099,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.1,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.101,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.102,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.103,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.104000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.105,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.106,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.107000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.108,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.109,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.11,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.111,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.112,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.113,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.114,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.115,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.116,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.117,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.118,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.119,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.120000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.121,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.122,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.123,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.124,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.125,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.126,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.127,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.128,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.129,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.13,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.131,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.132,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.133000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.134,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.135,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.136000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.137,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.138,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.139,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.14,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.141,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.142,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.143,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.144,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.145,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.146,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.147,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.148,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.149000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.15,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.151,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.152000000000001,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.153,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.154,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.155,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.156,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.157,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.158,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.159,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.16,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.161,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.162,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.163,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.164,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.165000000000001,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.166,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.167,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.168000000000001,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.169,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.17,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.171,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.172,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.173,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.174,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.175,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.176,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.177,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.178,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.179,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.18,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.181000000000001,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.182,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.183,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.184000000000001,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.185,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.186,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.187,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.188,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.189,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.19,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.191,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.192,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.193,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.194,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.195,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.196,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.197000000000001,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.198,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.199,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.200000000000001,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.201,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.202,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.203,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.204,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.205,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.206,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.207,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.208,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.209,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.21,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.211,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.212,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.213000000000001,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.214,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.215,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.216000000000001,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.217,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.218,56.0,9.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.219,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.22,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.221,57.0,8.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.222,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.223,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.224,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.225,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.226,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.227,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.228,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.229000000000001,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.23,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.231,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.232000000000001,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.233,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.234,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.235,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.236,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.237,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.238,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.239,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.24,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.241,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.242,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.243,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.244,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.245000000000001,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.246,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.247,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.248,58.0,7.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.249,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.25,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.251,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.252,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.253,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.254,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.255,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.256,59.0,6.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.257,60.0,5.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.258000000000001,60.0,5.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.259,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.26,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.261000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.262,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.263,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.264,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.265,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.266,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.267,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.268,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.269,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.27,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.271,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.272,62.0,3.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.273,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.274000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.275,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.276,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.277000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.278,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.279,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.28,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.281,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.282,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.283,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.284,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.285,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.286,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.287,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.288,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.289,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.290000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.291,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.292,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.293000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.294,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.295,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.296,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.297,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.298,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.299,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.3,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.301,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.302,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.303,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.304,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.305,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.306000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.307,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.308,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.309000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.31,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.311,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.312,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.313,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.314,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.315,60.0,5.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.316,60.0,5.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.317,60.0,5.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.318,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.319,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.32,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.321,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.322000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.323,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.324,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.325000000000001,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.326,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.327,61.0,4.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.328,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.329,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.33,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.331,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
1000.0,10.332,63.0,2.0,0.0,0.0,0.0,4506.0,0.0
